Net Range,Organization Name,Machines Responding
157.167.0.0 - 157.169.255.255,RIPE Network Coordination Centre,1
72.48.0.0 - 72.48.255.255,"Grande Communications Networks, LLC",2
218.188.0.0 - 218.189.255.255,HGC Global Communications Limited,1
125.23.40.148 - 125.23.40.151,INDIA,2
104.207.144.0 - 104.207.145.255,"Vultr Holdings, LLC",2
206.214.82.0 - 206.214.82.255,CyberGate Web Solutions,4
41.223.228.192 - 41.223.228.207,Satcom Networks Africa,1
97.93.224.0 - 97.93.255.255,Charter Communications,1
125.20.16.0 - 125.20.16.255,INDIA,1
103.155.67.0 - 103.155.67.255,WEBLINK SYSTEMS PRIVATE LIMITED,1
202.88.128.0 - 202.88.191.255,HATHWAY CABLE AND DATACOM LIMITED,2
61.0.176.0 - 61.0.223.255,Bharat Sanchar Nigam Ltd,1
128.1.84.0 - 128.1.84.255,ZENLA-1,1
68.235.32.0 - 68.235.63.255,"tzulo, inc.",1
104.103.156.0 - 104.103.159.255,"Akamai International, BV",1
121.137.75.128 - 121.137.75.255 (/25),KT,2
220.89.116.0 - 220.89.116.255 (/24),Korea Telecom,1
203.82.28.0 - 203.82.31.255,UMIX INDUSTRY LIMITED,1
216.170.112.0 - 216.170.112.255,"Pilot Fiber, Inc.",2
199.184.208.0 - 199.184.209.255,Northwestern State University,1
118.35.224.128 - 118.35.224.255 (/25),Korea Telecom,2
103.140.67.0 - 103.140.67.255,Route Object of PT. Pasifik Satelit Nusantara,2
104.103.80.0 - 104.103.95.255,"Akamai International, BV",2
66.169.96.0 - 66.169.111.255,Charter Communications,1
147.6.0.0 - 147.6.255.255,Asia Pacific Network Information Centre,1
104.103.76.0 - 104.103.79.255,"Akamai International, BV",1
154.203.183.0 - 154.203.183.255,INTERCONTINENTAL INTERNET DATA CORP,1
208.71.192.0 - 208.71.199.255,"Monster Worldwide, Inc.",1
64.57.144.0 - 64.57.159.255,"Fidelity National Information Services, Inc.",2
162.253.124.0 - 162.253.127.255,"SAPIOTERRA, LLC",1
177.160.0.0/14,TELEF�NICA BRASIL S.A,1
207.6.0.0 - 207.6.255.255,TELUS Communications Inc.,1
198.46.75.0 - 198.46.75.255,Harris County Appraisal District,1
205.151.250.0 - 205.151.254.255,College Edouard-Montpetit,1
119.218.201.64 - 119.218.201.127 (/26),Korea Telecom,2
204.11.32.0 - 204.11.35.255,Route 256,1
197.156.84.0 - 197.156.85.255,Ethiotelecom,1
75.144.64.0 - 75.144.95.255,"Comcast Cable Communications, LLC",1
24.196.208.0 - 24.196.223.255,Charter Communications,1
125.40.0.0 - 125.47.255.255,CNC Group CHINA169 Henan Province Network,1
64.88.192.0 - 64.88.223.255,"SMARTCOM TELEPHONE, LLC",1
64.112.24.0 - 64.112.27.255,Digital Boulevard,2
136.142.0.0 - 136.142.255.255,University of Pittsburgh,1
68.168.192.0 - 68.168.207.255,Peoples Communications Inc.,1
156.199.0.0 - 156.199.255.255,African Network Information Center,2
111.68.97.97 - 111.68.97.126,HEC,1
23.30.128.0 - 23.30.191.255,"Comcast Cable Communications, LLC",1
41.89.56.0 - 41.89.56.255,KENET,1
103.163.190.0 - 103.163.191.255,Route Object,1
36.37.240.0 - 36.37.255.255,"VIETTEL (CAMBODIA) PTE., LTD",1
119.245.145.0 - 119.245.145.255,"Server Hosting Service (NTTPCCommunications,Inc.)",1
210.59.15.0 - 210.59.15.255,Taipei Taiwan,1
207.248.0.0 - 207.249.255.255,Latin American and Caribbean IP address Regional Registry,1
23.32.10.0 - 23.32.11.255,"Akamai International, BV",1
216.208.0.0 - 216.209.255.255,Bell Canada,1
200.105.237.64/28,EPMT-SD,1
101.0.112.0 - 101.0.119.255,DIGITAL PACIFIC PTY LTD,1
207.148.4.0 - 207.148.5.255,"Vultr Holdings, LLC",1
163.32.0.0 - 163.32.255.255,Taipei Taiwan,1
168.100.16.0 - 168.100.31.255,ADT LLC,1
45.164.200.0/23,L & C TELECOMUNICACOES E SERVICOS LTDA,1
121.132.32.128 - 121.132.32.255 (/25),KT,1
167.114.129.0 - 167.114.129.255,OVH (NWK),1
210.76.62.0 - 210.76.62.255,Engineering Mechanics Research institution of Heilongjiang Province,1
69.90.0.0 - 69.90.255.255,Aptum Technologies,1
96.67.96.0 - 96.67.127.255,"Comcast Cable Communications, LLC",1
191.102.178.0/24,Corporate Network,1
104.102.18.0 - 104.102.19.255,"Akamai International, BV",1
76.183.0.0 - 76.183.255.255,Charter Communications Inc,1
177.91.36.0/24,ANJO QUIMICA DO BRASIL LTDA,1
173.44.246.144 - 173.44.246.151,Welltodo Century Sdn. Bhd.,1
59.13.251.128 - 59.13.251.255 (/25),KT,1
103.186.172.0 - 103.186.173.255,GREENMARK TECH AND TRADE INDIA PVT LTD,1
209.221.142.112 - 209.221.142.127,Llarian.net,1
158.36.0.0 - 158.39.255.255,RIPE Network Coordination Centre,1
148.64.96.0 - 148.64.111.255,"Another Corporate ISP, LLC",1
124.123.26.1 - 124.123.26.255,Beam Telecom Pvt Ltd,1
69.27.201.0 - 69.27.205.255,"Missouri Network Alliance, LLC",1
63.249.64.0 - 63.249.127.255,Cruzio,2
32.140.0.0 - 32.140.255.255,"AT&T Global Network Services, LLC",1
167.224.32.0 - 167.224.55.255,Teleflora LLC,1
104.203.0.0 - 104.203.255.255,Blue Stream,1
207.179.64.0 - 207.179.127.255,ACD.net,1
153.149.128.0/17,Open Computer Network,1
173.209.234.0 - 173.209.255.255,"BroadbandONE, LLC",1
154.94.131.0 - 154.94.131.255,INTERCONTINENTAL INTERNET DATA CORP,1
64.64.128.0 - 64.64.155.255,Great Plains Communications LLC,1
158.106.188.0 - 158.106.191.255,PrivateSystems Networks TX,1
102.141.171.0 - 102.141.171.255,Level-7,1
219.238.0.0 - 219.238.255.255,"Jian Guo Road, Chaoyang District, Beijing, PR.China",1
110.235.0.0 - 110.235.127.255,Hong Kong Broadband Network Ltd,1
70.91.128.0 - 70.91.143.255,"Comcast Cable Communications, LLC",1
69.147.64.0 - 69.147.127.255,Oath Holdings Inc.,1
121.164.186.0 - 121.164.186.127 (/25),Sudogwonseobubonbu,1
203.32.21.0 - 203.32.21.255,FJ Networking Pty Limited,1
141.202.0.0 - 141.202.255.255,"CA, Inc.",2
183.84.0.0 - 183.85.255.255,"Beijing HuaxiaYakue Network Technology Co., Ltd.",1
154.94.230.0 - 154.94.230.255,INTERCONTINENTAL INTERNET DATA CORP,3
45.77.88.0 - 45.77.89.255,"Vultr Holdings, LLC",1
121.167.222.0 - 121.167.222.255 (/24),KT,1
66.26.0.0 - 66.26.255.255,Charter Communications Inc,1
64.44.16.0 - 64.44.31.255,"Nexeon Technologies, Inc.",1
75.75.244.160 - 75.75.244.191,LIUDA123,1
202.21.121.0 - 202.21.121.255,Mobinet LLC,1
32.208.0.0 - 32.223.255.255,"Southern New England Telephone Company and SNET America, Inc.",2
74.51.96.0 - 74.51.127.255,"NeoNova Network Services, LLC",1
154.88.62.0 - 154.88.62.255,INTERCONTINENTAL INTERNET DATA CORP,2
154.197.218.0 - 154.197.218.255,"Shenzhen Jizhan Technology Co., Ltd.",2
218.247.64.0 - 218.247.95.255,"Global Plaza, 99 North Section of First Ring Road, Chengdu, Sichuan, China",3
103.176.108.0 - 103.176.109.255,HMCGROUP-VN,1
64.27.28.0 - 64.27.31.255,MULTACOM CORPORATION,1
98.159.144.0 - 98.159.159.255,Iland Internet Solutions Corporation,1
192.152.134.0 - 192.152.134.255,"Information Resources, Inc.",1
187.220.0.0/16,UNINET,1
210.152.41.128/25,YMIRLINK Inc.,1
210.197.104.0/22,"Boot Communication Co.,LTD.",1
216.203.0.0 - 216.203.14.255,"BroadbandONE, LLC",2
149.56.106.0 - 149.56.107.255,"OVH Hosting, Inc.",2
103.207.160.0 - 103.207.163.255,Transferred to the RIPE region on 2021-02-09T10:13:41Z.,1
149.28.246.0 - 149.28.247.255,"Vultr Holdings, LLC",2
61.73.130.0 - 61.73.130.255 (/24),Korea Telecom,1
198.136.48.0 - 198.136.63.255,"HostDime.com, Inc.",2
162.254.201.98 - 162.254.201.99,velia.net Internetdienste GmbH,1
66.188.144.0 - 66.188.159.255,Charter Communications,1
177.36.76.0/22,C Sanches de Souza,1
202.191.99.0 - 202.191.99.255,Telecom International Myanmar Company Limited,1
103.163.202.0 - 103.163.203.255,ROA,1
211.228.51.0 - 211.228.51.255 (/24),Jeonnambonbujang,1
189.17.47.192/26,COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO,1
69.73.128.0 - 69.73.191.255,NETWORK TRANSIT HOLDINGS LLC,1
190.98.64.0/18,Telecommunicationcompany Suriname - TeleSur,1
209.50.48.0 - 209.50.63.255,UpCloud USA Inc,1
190.213.5.208/28,The Parliament (Trinidad),2
199.233.157.0 - 199.233.157.255,"Penske Truck Leasing Co., L.P.",1
69.194.143.0 - 69.194.143.255,"The Rubicon Project, Inc.",1
153.127.39.0 - 153.127.39.255,SAKURA Internet Inc.,1
116.90.56.0 - 116.90.63.255,Hostopia Australia Pty Ltd,1
203.71.153.0 - 203.71.153.255,Taipei Taiwan,1
142.247.0.0 - 142.247.255.255,RIPE Network Coordination Centre,1
166.0.0.0 - 166.0.31.255,IPXO LLC,2
206.53.62.0 - 206.53.62.255,IPXO LLC,1
116.80.106.0 - 116.80.106.255,"Server Hosting Service(NTTPCCommunications,Inc.)",1
177.84.201.0/24,PRODAP-Centro de Gestao da Tecnologia e Informacao,1
74.117.148.0 - 74.117.151.255,IMPROCOM INC,1
106.107.128.0 - 106.107.255.255,Taipei Taiwan,1
103.243.144.0 - 103.243.147.255,FITH Media Private Limited,2
210.92.75.0 - 210.92.75.255 (/24),LG Uplus,1
210.235.9.0/24,IDC Frontier Inc.,1
104.36.108.0 - 104.36.111.255,"Genesis Hosting Solutions, LLC",1
198.71.48.0 - 198.71.63.255,IONOS Inc.,1
202.58.176.0 - 202.58.183.255,Jakarta Barat,1
103.131.200.0 - 103.131.200.255,BrokenXP Network International (Thailand),2
181.191.180.0/22,Xingu Assessoria em Redes Ltda ME,2
190.84.0.0/16,Telmex Colombia S.A.,1
154.201.175.0 - 154.201.175.255,"Digital Core Technology Co., Ltd",1
69.1.98.0 - 69.1.98.255,EASTERN OREGON TELECOM,1
99.181.128.0 - 99.191.255.255,AT&T Corp.,3
8.242.68.0 - 8.242.71.255,CTL Mexico,1
198.98.48.0 - 198.98.63.255,FranTech Solutions,2
123.255.48.0 - 123.255.63.255,Two Degrees Mobile Limited,2
190.110.48.0/21,PUNTONET S.A.,1
69.17.128.0 - 69.17.191.255,Rogers Communications Canada Inc.,1
64.70.86.64 - 64.70.86.79,Nations Info Corp,1
172.85.32.0 - 172.85.63.255,"Lightower Fiber Networks I, LLC",2
200.250.90.16/28,Claro S/A,1
45.72.128.0 - 45.72.255.255,TekSavvy Solutions Inc.,1
23.133.0.0 - 23.133.6.255,HostUS,1
216.175.0.0 - 216.175.63.255,ShawneeLink Corporation,1
202.238.229.0/24,IIJ Internet,1
64.18.192.0 - 64.18.223.255,Iland Internet Solutions Corporation,2
131.224.0.0 - 131.224.255.255,RIPE Network Coordination Centre,1
154.205.94.0 - 154.205.94.255,ADA Digital Global Inc,1
190.93.224.0/20,Stel Chile S.A.,2
167.88.144.0 - 167.88.159.255,Server Central Network,3
122.128.192.0 - 122.128.255.255,CMB DONDAEMOON BROADCASTING,2
221.148.154.0 - 221.148.154.255 (/24),Korea Telecom,2
121.179.98.0 - 121.179.98.255 (/24),KT,1
208.123.224.0 - 208.123.255.255,Geneseo Telephone Company,1
175.28.6.0 - 175.28.6.255,XSERVER Inc.,1
103.162.14.0 - 103.162.15.255,MDSCO-VN,2
190.108.196.0/22,E-Networks Inc.,1
104.238.162.0 - 104.238.162.255,"Vultr Holdings, LLC",1
216.154.192.0 - 216.154.207.255,"Quality Technology Services, LLC",1
129.142.0.0 - 129.143.255.255,RIPE Network Coordination Centre,2
61.213.189.0/24,Akamai International BV,1
101.0.9.0 - 101.0.9.255,Double Cast Inc.,1
216.46.0.0 - 216.46.31.255,Beanfield Technologies Inc.,1
211.125.179.0/26,"Media Mix Shizuoka, Ltd.",2
50.3.194.0 - 50.3.194.255,ProBuyLogic,2
209.46.30.0 - 209.46.31.255,"ADVERTISING SPECIALTY INSTITUTE, INC.",1
103.41.20.0 - 103.41.23.255,Netplus Broadband Services Private Limited,1
104.168.11.0 - 104.168.11.127,RackNerd LLC,2
125.134.207.128 - 125.134.207.255 (/25),Korea Telecom,2
201.63.128.56/29,Associa��o Atl�tica Banco do Brasil,1
49.212.156.0 - 49.212.156.255,SAKURA Internet Inc.,1
198.23.235.128 - 198.23.235.255,RackNerd LLC,1
104.152.64.0 - 104.152.71.255,"Arvixe, LLC",1
202.126.92.0 - 202.126.92.255,MOBINET,1
45.207.99.0 - 45.207.99.255,AresIDC Limited,2
124.108.141.0 - 124.108.141.255,Taipei Taiwan,1
24.152.128.0 - 24.152.191.255,US Internet Corp,1
118.241.224.0 - 118.241.255.255,So-net Service,1
45.64.164.0 - 45.64.164.255,Route Object 45.64.164.0/24,1
216.16.128.0 - 216.16.143.255,Cox Communications Inc.,1
186.250.72.0/22,m.n. dos santos informatica,2
197.245.144.0 - 197.245.144.255,FB-R,1
125.136.128.128 - 125.136.128.255 (/25),Jeonnambonbujang,1
190.111.14.88/29,"Preludio Musical, S.A",1
207.142.0.0 - 207.142.255.255,AGIS,1
155.97.0.0 - 155.97.255.255,University of Utah,1
45.63.54.0 - 45.63.55.255,"Vultr Holdings, LLC",2
144.202.66.0 - 144.202.67.255,"Vultr Holdings, LLC",1
157.193.0.0 - 157.193.255.255,RIPE Network Coordination Centre,1
75.137.96.0 - 75.137.127.255,Charter Communications,1
45.196.214.0 - 45.196.214.255,LuoGeLang France Limited,1
121.178.106.0 - 121.178.106.255 (/24),Jeonnambonbujang,1
173.166.0.0 - 173.166.127.255,"Comcast Cable Communications, LLC",1
103.145.226.0 - 103.145.227.255,"Jakarta Barat, DKI Jakarta 11530",1
24.246.128.0 - 24.246.191.255,Optimum Online,1
210.204.190.0 - 210.204.190.255 (/24),KT,1
107.151.219.128 - 107.151.219.135,daizi,1
45.43.29.0 - 45.43.29.255,Spartan Host Ltd,2
154.207.60.0 - 154.207.60.255,ICIDC Limited,1
187.109.44.0/23,Braslink Network Informatica Ltda,1
192.227.150.0 - 192.227.150.127,RackNerd LLC,1
68.119.32.0 - 68.119.47.255,Charter Communications,1
121.128.226.0 - 121.128.226.255 (/24),KT,1
50.2.31.0 - 50.2.31.255,ServerHub Dallas,1
113.248.0.0 - 113.251.255.255,China Telecom,2
202.184.0.0 - 202.185.255.255,TT DOTCOM SDN BHD,1
202.138.224.0 - 202.138.255.255,Route Object of PT Melvar Lintasnusa,1
209.205.192.0 - 209.205.223.255,24 SHELLS,1
211.231.87.0 - 211.231.87.255 (/24),KT,1
219.117.202.0/24,"INTERLINK Co.,LTD",1
222.104.153.0 - 222.104.153.255 (/24),Korea Telecom,1
210.22.221.128 - 210.22.221.255,China Unicom CHINA169 Shanghai Network,1
180.232.148.0 - 180.232.148.255,"Eastern Telecommunications Philippines, Inc.",1
1.54.96.0 - 1.54.111.255,Vietnam Internet Network Information Center (VNNIC),1
198.207.148.0 - 198.207.151.255,"AYERA TECHNOLOGIES, INC.",2
173.44.211.0 - 173.44.211.255,Nivsu Technologies,1
124.250.0.0 - 124.250.255.255,"Beijing 100016, China",3
208.97.64.0 - 208.97.127.255,Rogers Communications Canada Inc.,1
181.39.75.40/29,Clientes Quito,2
71.80.0.0 - 71.95.255.255,Charter Communications,1
113.211.0.0 - 113.211.255.255,Maxis Broadband Sdn.Bhd,1
103.243.52.0 - 103.243.55.255,Suraj Network,1
143.229.0.0 - 143.229.255.255,Vassar College,1
69.163.64.0 - 69.163.79.255,CENTRACOM INTERACTIVE,1
139.57.0.0 - 139.57.255.255,Brock University,1
177.235.0.0/16,Claro NXT Telecomunicacoes Ltda,1
134.199.96.0 - 134.199.127.255,Hotwire Communications,1
189.178.85.0/24,Gestión de direccionamiento UniNet,1
129.137.0.0 - 129.137.255.255,University of Cincinnati,1
103.209.92.0 - 103.209.92.255,AFREN IT,1
158.229.0.0 - 158.229.255.255,Florida Department of Insurance,2
103.120.202.0 - 103.120.202.255,Md. Arif Faysal Khan,1
120.32.0.0 - 120.39.255.255,Beijing 100032,1
112.140.0.0 - 112.140.15.255,TOKAI Communications Corporation,1
104.140.252.0 - 104.140.255.255,Eonix Communications,1
103.102.116.0 - 103.102.117.255,Route for 103.102.116.0/24,3
50.6.0.0 - 50.6.255.255,"Newfold Digital, Inc.",1
211.180.247.0 - 211.180.247.255 (/24),LG Uplus,2
66.172.47.0 - 66.172.47.255,Dot X Hosting,1
207.199.255.0 - 207.199.255.255,Farmers Mutual Telephone,1
209.250.0.0 - 209.250.31.255,"Armour Cloud, LLC",1
184.20.0.0 - 184.21.255.255,"ViaSat,Inc.",1
125.88.0.0 - 125.95.255.255,China Telecom,2
15.204.178.128 - 15.204.178.191,OVH US LLC,1
1.164.0.0 - 1.164.255.255,Taipei Taiwan,1
8.22.200.0 - 8.22.207.255,GoRack LLC,1
177.37.28.128/28,On Solutions Inform�tica e Assessoria Ltda.,2
103.104.72.0 - 103.104.75.255,Web Werks India Pvt. Ltd.,1
125.6.32.0 - 125.6.63.255,NHN,1
156.35.0.0 - 156.35.255.255,RIPE Network Coordination Centre,1
189.90.224.0/22,ACSNET TELECOM,1
163.14.0.0 - 163.14.255.255,Taipei Taiwan,1
180.211.128.0 - 180.211.199.255,Bangladesh Telegraph & Telephone Board,1
192.40.88.0 - 192.40.95.255,RIPE Network Coordination Centre,2
138.123.0.0 - 138.123.255.255,Delaware Technical Community College,3
24.183.176.0 - 24.183.191.255,Charter Communications,1
64.147.32.0 - 64.147.47.255,ATC COMMUNICATIONS,1
146.222.0.0 - 146.222.255.255,"OOCL (USA, Inc.)",1
104.37.32.0 - 104.37.39.255,RIPE Network Coordination Centre,1
168.235.64.0 - 168.235.127.255,"InMotion Hosting, Inc.",1
50.2.98.0 - 50.2.98.127,Zeng Xianhong,1
173.255.16.0 - 173.255.23.255,Cochrane Telecom Services,1
216.19.192.0 - 216.19.223.255,GetNet Inc.,1
148.196.0.0 - 148.198.255.255,RIPE Network Coordination Centre,1
154.205.75.0 - 154.205.75.255,ADA Digital Global Inc,1
61.190.0.0 - 61.190.255.255,Beijing 100088,1
209.235.160.0 - 209.235.191.255,"VPNtranet, LLC.",1
103.12.48.0 - 103.12.51.255,IDEAL MAGIC INTERNATIONAL GROUP LIMITED,1
203.144.64.0 - 203.144.95.255,CAMGSM Company Ltd,1
24.199.128.0 - 24.199.255.255,Charter Communications Inc,1
223.196.0.0 - 223.196.127.255,Vodafone Idea Ltd. (VIL),1
45.181.228.0/22,WIKI TELECOMUNICACOES EIRELI,1
220.95.111.0 - 220.95.111.255 (/24),Waiiseu jusikhoesa,1
192.151.144.0 - 192.151.159.255,"Nocix, LLC",1
69.161.44.0 - 69.161.47.255,Diverse Communications Inc.,1
103.221.235.0 - 103.221.235.255,HostRoyale Technologies Pvt Ltd,1
187.94.96.0/20,UNIFIQUE TELECOMUNICACOES S/A,1
119.202.241.0 - 119.202.241.255 (/24),KT,1
204.16.24.0 - 204.16.31.255,"Sedgwick Claims Management Services, Inc.",1
143.244.32.0 - 143.244.63.255,RIPE Network Coordination Centre,1
24.236.160.0 - 24.236.175.255,Charter Communications,1
59.2.168.0 - 59.2.168.255 (/24),Korea Telecom,1
50.31.114.0 - 50.31.114.255,BigScoots,2
107.173.149.0 - 107.173.149.255,RackNerd LLC,1
160.94.0.0 - 160.94.255.255,University of Minnesota,1
198.47.16.0 - 198.47.30.255,Texas Instruments,2
206.198.184.0 - 206.198.191.255,CENTRILOGICCANADA,1
211.110.19.0 - 211.110.19.255 (/24),SK Broadband Co Ltd,1
59.106.12.0 - 59.106.27.255,SAKURA Internet Inc.,1
146.52.0.0 - 146.52.255.255,RIPE Network Coordination Centre,1
103.240.96.0 - 103.240.99.255,Alliance Broadband Services Pvt. Ltd.,1
200.195.146.32/27,IP Comercio Exterior Ltda - ME,2
72.29.32.0 - 72.29.63.255,NRTC,1
59.112.0.0 - 59.123.255.255,"10048, Taiwan",1
220.73.45.128 - 220.73.45.159 (/27),Sudogwongangbukbonbu,1
67.158.152.0 - 67.158.159.255,"FAIRPOINT COMMUNICATIONS, INC.",1
189.143.113.0/24,Gestión de direccionamiento UniNet,1
103.162.212.0 - 103.162.213.255,Gaxiom Networking Solutions Private Limited,2
15.204.149.64 - 15.204.149.127,OVH US LLC,1
222.75.163.160 - 222.75.163.175,NXDLTZFZJT,1
23.32.88.0 - 23.32.89.255,"Akamai International, BV",1
154.212.239.0 - 154.212.239.255,"Shenzhen Wanghu Technology Co., Ltd.",1
175.200.182.0 - 175.200.182.255 (/24),Korea Telecom,2
181.91.130.0/23,Apolo -Gold-Telecom-Per,1
103.135.130.0 - 103.135.131.255,Kerala State IT Mission,1
154.92.81.0 - 154.92.81.255,"Digital Core Technology Co., Ltd",1
201.71.28.0/22,GUZZO TERRAPLANAGEM LTDA,2
45.32.100.0 - 45.32.101.255,"Vultr Holdings, LLC",1
192.67.166.0 - 192.67.166.255,McFarlane Associates LLC,1
131.255.0.0 - 131.255.255.255,Latin American and Caribbean IP address Regional Registry,1
121.154.208.0 - 121.154.208.255 (/24),Korea Telecom,1
192.28.0.0 - 192.28.99.255,3M Company,1
211.227.204.0 - 211.227.204.255 (/24),Jeonnambonbujang,1
172.110.248.0 - 172.110.251.255,"AmTrust North America, Inc.",1
123.195.192.0 - 123.195.223.255,Taipei Taiwan,1
154.204.107.0 - 154.204.107.255,LuoGeLang (France) Limited,2
139.64.132.0 - 139.64.135.255,SmartHost LLC,1
146.191.0.0 - 146.194.255.255,RIPE Network Coordination Centre,1
45.172.220.0/23,GUERRA LIDIA ROXANA (FULLNET COMUNICACIONES),2
154.204.56.0 - 154.204.56.255,SonderCloud Limited,1
192.158.240.0 - 192.158.247.255,"Aryaka Networks, Inc.",1
67.100.0.0 - 67.103.255.255,MegaPath Corporation,1
175.211.32.0 - 175.211.32.255 (/24),KT,1
154.176.0.0 - 154.176.255.255,Telecom-Egypt-Data,1
15.152.0.0 - 15.152.255.255,Amazon Data Services Osaka,3
211.159.128.0 - 211.159.255.255,Shenzhen Tencent Computer Systems Company Limited,1
70.16.192.0 - 70.16.223.255,"Consolidated Communications, Inc.",1
181.192.108.0/22,NetPurus Servicos de Telecomunicaces LTDA,1
103.124.188.0 - 103.124.191.255,Jakarta Pusat 10510,1
45.76.78.0 - 45.76.79.255,"Vultr Holdings, LLC",1
23.231.113.0 - 23.231.113.255,Brick Run Media,1
154.197.148.0 - 154.197.148.255,"Shenzhen Jizhan Technology Co., Ltd.",1
50.30.48.0 - 50.30.63.255,Florida High Speed Internet,1
154.197.131.0 - 154.197.131.255,"Shenzhen Jizhan Technology Co., Ltd.",1
222.109.198.0 - 222.109.198.255 (/24),Korea Telecom,1
149.56.183.0 - 149.56.183.255,OVH (NWK),2
104.241.224.0 - 104.241.239.255,SWOI,1
118.99.13.0 - 118.99.13.255,"Forewin Telecom Group Limited, ISP at HK",1
67.76.0.0 - 67.77.255.255,"CenturyLink Communications, LLC",1
155.254.28.0 - 155.254.29.255,Tier.Net Technologies LLC,1
103.104.107.0 - 103.104.107.255,hk three data,3
211.217.246.0 - 211.217.246.255 (/24),Korea Telecom,1
203.138.19.0/24,"Server Hosting Service(NTTPCCommunications,Inc.)",1
199.244.252.0 - 199.244.255.255,Unitas Global,1
192.34.109.240 - 192.34.109.255,ONeilOnline,1
104.128.96.0 - 104.128.111.255,Dialogix Telecom,1
204.75.172.0 - 204.75.173.255,Miami Children's Hospital,1
154.89.95.0 - 154.89.95.255,"Shenzhen Jizhan Technology Co., Ltd",1
209.222.116.0 - 209.222.117.255,"DP Solutions, Inc.",1
45.59.122.0 - 45.59.123.255,"QuickPacket, LLC",1
103.191.164.0 - 103.191.164.255,Route Object,1
211.195.56.0 - 211.195.56.255 (/24),Yonginsongdamdaehakjang,2
192.227.162.160 - 192.227.162.191,RackNerd LLC,2
163.29.0.0 - 163.29.255.255,Taipei Taiwan,2
187.73.160.0/20,Axtelecom Ltda,1
23.50.48.0 - 23.50.63.255,"Akamai International, BV",3
187.237.0.0/16,UNINET,1
173.15.0.0 - 173.15.127.255,"Comcast Cable Communications, LLC",2
104.243.160.0 - 104.243.175.255,CP-TEL,3
105.184.0.0 - 105.184.255.255,Tel: +27 12 3523661,2
131.226.192.0 - 131.226.255.255,Cyxtera Technologies Inc,1
